initials	subj	item	cond	question	response
A S	3	28	c	شادی موج در چشمهایش می زد	1
A S	3	29	c	پلیس راهم را سد با ماشین کرد	2
A S	3	30	c	مجری تپق در برنامه زد	6
A S	3	31	c	مرتضی ماشینش را پارک جلوی در کرد	1
A S	3	32	c	غذای دیروز مزه به من داد	7
A S	3	33	c	خاطره ای نقش در ذهنم بست	4
A S	3	34	c	من چمدان را وزن با ترازو کردم	4
A S	3	35	c	کبوتر تخم در لانه گذاشت	6
A S	3	36	c	پونه سرما زیر باران خورد	1
A S	3	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
A S	3	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
A S	3	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
A S	3	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
A S	3	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	7
A S	3	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
A S	3	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
A S	3	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
A S	3	9	filler	من دیروز با شریکم قرار گذاشتم	7
A S	3	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
A S	3	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
A S	3	12	filler	نظم این خانه قابل احترام است	7
A S	3	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
A S	3	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
A S	3	15	filler	سیامک روزبه را بخشید	7
A S	3	16	filler	پدرِ کیوان ورشکست شد	7
A S	3	17	filler	معلم حسابی تشویقم کرد	7
A S	3	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
A S	3	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
A S	3	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
A S	3	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	7
A S	3	22	filler	من دیشب به خانه دوستانم را دعوت کردم	6
A S	3	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	7
A S	3	24	filler	نوید تصمیم گرفت برود به سربازی	7
A S	3	25	filler	خواب عمیقی دیشب کردم	7
A S	3	26	filler	من دیروز نخریدم هیچ لباسی	7
A S	3	27	filler	دیروز نتوانست داوود سر کار برود	7
A S	3	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	7
A S	3	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	7
A S	3	30	filler	به رستورانِ همیشگی رفتم من	7
A S	3	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
A S	3	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	4
A S	3	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	6
A S	3	34	filler	پشتکار خوبی مهرداد دارد	6
A S	3	35	filler	من تماس با دوستم در لندن گرفتم	3
A S	3	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	7
A S	3	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	5
A S	3	38	filler	دیروز غذا مادرم نپخته بود	7
A S	3	39	filler	تمامِ روز را میلاد رانندگی کرد	7
A S	3	40	filler	من زود دیروز به خانه برگشتم	4
A S	3	41	filler	بیژن رادیو اهلِ نیست	1
A S	3	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
A S	3	43	filler	فرید از کار پشیمان خود نبود	7
A S	3	44	filler	با دیروز دوستانم به رستوران رفتم	1
A S	3	45	filler	محمود خرید مسئول خواروبار بود	7
A S	3	46	filler	شیما گم زمان را کرده بود	2
A S	3	47	filler	من مونا را دیده همین تازگی ‏ بودم	1
A S	3	48	filler	محمد یک به زهرا انگشتر هدیه داد	1
A S	3	49	filler	دیشب زیاد اشتها آزاده نداشت	5
A S	3	50	filler	من از خوشم شوخیِ دیروزِ سحر نیامد	1
A S	3	51	filler	چشم‏های قرمز فریبا شده بود	2
A S	3	52	filler	متوجه هانیه اشتباهش شد	1
A S	3	53	filler	ابراهیم همان را ادامه کار قدیمی داد	1
A S	3	54	filler	فهیمه سر دو هفته پیش کار نرفت	1
A S	3	55	filler	دختر خوش ژاله ‏سلیقه ‏ای است	1
A S	3	56	filler	برای من اصلا برادرم اهمیت ندارم	1
A S	3	57	filler	من مشکل آدم ‏پسندی هستم	1
A S	3	58	filler	پدر کیوان محکمی مرد ‏است	1
A S	3	59	filler	برگشتنم عجیب برای همه بود	6
A S	3	60	filler	خانه ی خیلی مادربزرگم قدیمی است	1
E K	4	1	a	رئیسم مرا اخراج از کار کرد	1
E K	4	2	a	همکارم نامه ای ارسال به من کرد	3
E K	4	3	a	مدیرعامل کارمندان جدیدی استخدام در شرکت کرد	2
E K	4	4	a	دوستم در مورد این خبر اطلاع به من داد	4
E K	4	5	a	استادم نظرش را در مورد این مقاله اظهار به من کرد	1
E K	4	6	a	دانشمندان موادی استخراج از نفت کردند	1
E K	4	7	a	رستوران جدیدی افتتاح در محل شد	1
E K	4	8	a	دخترم کار خود را آغاز در شرکت کرد	1
E K	4	9	a	پدر مرا صبح زود بیدار از خوا ب کرد	3
E K	4	10	a	دوستم سعی می کرد مرا تحریک با حرفهایش کند	3
E K	4	11	a	نسرین بالاخره توانست تحقق به آرزویش ببخشد	1
E K	4	12	a	همسرم دائم نظرش را تحمیل به من می کرد	3
E K	4	13	a	مشاور آینده روشنی را ترسیم برای من کرد	1
E K	4	14	a	شریکم سود شرکت را تقسیم با من کرد	3
E K	4	15	a	کارگردان انتقادی دریافت در مورد فیلم کرد	1
E K	4	16	a	یگان ویژه اعضای مافیا را محاصره با مهارت کرد	1
E K	4	17	a	او در مراسم ظاهر با اعتماد به نفس شد	1
E K	4	18	a	مجلس قانونی تصویب برای خانواده کرد	1
E K	4	19	a	مربی شانس بازیِ دوباره را دریغ از من کرد	3
E K	4	20	a	آوا فرزندش را ترجیح به مادرش داد	3
E K	4	21	a	ویراستار به سلیقه خود تصرف در کتاب کرد	2
E K	4	22	a	هنگامه پولی واریز برای من کرد	3
E K	4	23	a	من دیروز عیادت از خاله ام کردم	2
E K	4	24	a	پسرخاله ام اعزام به سربازی شد	4
E K	4	25	a	مادر سمیه حسابی تدارک برای مراسم دید	3
E K	4	26	a	مداح آیه ای قرائت از قرآن کرد	1
E K	4	27	a	پدر کودکش را حفاظت از خطر کرد	2
E K	4	28	a	معلم نکات آموزنده ای تدریس به من کرد	2
E K	4	29	a	سعید تصمیم گرفت اقامت در ایران کند	2
E K	4	30	a	پلیس ناآرامی ها را سرکوب به راحتی کرد	1
E K	4	31	a	سیما نگهداری از مادرش می کرد	2
E K	4	32	a	پدربزرگم بعد از سالها همچنان عداوت با برادرش می کرد	5
E K	4	33	a	دانش آموزان آن را در آزمایشگاه تجزیه به موادش کردند	1
E K	4	34	a	شاهین به کمک پدرش تحصیل در آمریکا کرد	2
E K	4	35	a	مدیر جدید قوانینی اعمال در سازمان کرد	2
E K	4	36	a	دشمن شهر را نابود با بی رحمی کرد	1
E K	4	1	b	مریم آرزویی برای من کرد	7
E K	4	2	b	علی آهنگی برای من زد	7
E K	4	3	b	مادرم دعایی برای من کرد	4
E K	4	4	b	حمید تقاضایی از مینا کرد	7
E K	4	5	b	حسن شکایتی از همسایه اش کرد	7
E K	4	6	b	خبرنگار برداشتی از حرفهای من کرد	7
E K	4	7	b	سپیده تحلیلی از مقاله کرد	6
E K	4	8	b	سارا انتظاری از من داشت	6
E K	4	9	b	همکارم سهمی از شرکت برد	7
E K	4	10	b	من خواهشی از مهسا کردم	7
E K	4	11	b	الهام عطری به لباسش زد	7
E K	4	12	b	محسن اتهامی به من زد	7
E K	4	13	b	رضا لبخندی به من زد	7
E K	4	14	b	مژگان تهمتی به من زد	7
E K	4	15	b	همسرم ضربه ای به من زد	7
E K	4	16	b	فرزاد حرفی به من زد	5
E K	4	17	b	معلم توصیه ای به من کرد	7
E K	4	18	b	کوروش نصیحتی به من کرد	6
E K	4	19	b	شبنم پیشنهادی به من داد	7
E K	4	20	b	بهنام راهنمایی به من کرد	2
E K	4	21	b	همسایه ام تذکری به من داد	7
E K	4	22	b	نیما سفارشی به من کرد	7
E K	4	23	b	آدم رباها هشداری به من دادند	6
E K	4	24	b	فرهاد قولی به من داد	7
E K	4	25	b	میترا دروغی به من گفت	7
E K	4	26	b	نیلوفر پیشرفتی در مدرسه کرد	3
E K	4	27	b	مجید لطفی به من کرد	7
E K	4	28	b	استاد صحبتی با شاگردش کرد	7
E K	4	29	b	سینا قراری با ندا گذاشت	7
E K	4	30	b	من حدسی در مورد ستاره زدم	6
E K	4	31	b	پژمان قضاوتی در مورد من کرد	6
E K	4	32	b	کاوه حسی در مورد پریسا کرد	2
E K	4	33	b	حامد استدلالی در مورد مسئله کرد	6
E K	4	34	b	حسین اشتباهی در مورد همسرش کرد	7
E K	4	35	b	نازنین تصمیمی در مورد خودش گرفت	7
E K	4	36	b	مهدی اعتراضی در دادگاه کرد	3
E K	4	1	c	گلناز اتو به لباسش زد	5
E K	4	2	c	شهره اتومبیل با دوستش راند	3
E K	4	3	c	علیرضا اشک برای مادرش می ریخت	5
E K	4	4	c	رئیس امضا برای من کرد	1
E K	4	5	c	نرگس آب از خجالت شد	1
E K	4	6	c	لاستیک باد از حرارت کرد	1
E K	4	7	c	کارگر صیقل به شیشه داد	5
E K	4	8	c	"8.	بازیگر گل در سینما کرد"	1
E K	4	9	c	راحله گوش به حرفم داد	7
E K	4	10	c	گوشهایم یخ در سرما بست	1
E K	4	11	c	نوشین زمین با زانو خورد	1
E K	4	12	c	همسایه ام در با عجله زد	3
E K	4	13	c	لباس ها برق از تمیزی می زد	4
E K	4	14	c	مغازه دار تلمبه به دوچرخه زد	2
E K	4	15	c	اتفاقی رخ برای من داد	1
E K	4	16	c	فرشید شاخ از تعجب درآورد	1
E K	4	17	c	درخت سیب شکوفه در باغ داد	4
E K	4	18	c	دهانم قفل از ترس شد	2
E K	4	19	c	ماهرخ مسکن در پاریس گزید	2
E K	4	20	c	مار نیش به من زد	3
E K	4	21	c	من خار در جمع شدم	1
E K	4	22	c	خواهرم عکس را قاب با سلیقه کرد	1
E K	4	23	c	نادر پاکت را قیچی با احتیاط کرد	1
E K	4	24	c	سر تیر تا پایش می کشید	1
E K	4	25	c	نجار قفسه را تراش با دقت داد	1
E K	4	26	c	رویا آتش از عصبانیت گرفت	1
E K	4	27	c	امیرعلی درآمدش را دود با هروئین کرد	1
E K	4	28	c	شادی موج در چشمهایش می زد	1
E K	4	29	c	پلیس راهم را سد با ماشین کرد	1
E K	4	30	c	مجری تپق در برنامه زد	2
E K	4	31	c	مرتضی ماشینش را پارک جلوی در کرد	2
E K	4	32	c	غذای دیروز مزه به من داد	1
E K	4	33	c	خاطره ای نقش در ذهنم بست	2
E K	4	34	c	من چمدان را وزن با ترازو کردم	1
E K	4	35	c	کبوتر تخم در لانه گذاشت	5
E K	4	36	c	پونه سرما زیر باران خورد	1
E K	4	1	filler	من و بهاره دیروز با هم به مدرسه رفتیم	7
E K	4	2	filler	بالاخره داریوش تصمیم گرفت ماشینش را بفروشد	7
E K	4	3	filler	دیشب مهمانیِ دوستِ خواهرم خیلی خوش گذشت	7
E K	4	4	filler	آیدا باید همه‏ ی لباس‏ هایش را می‏ شست	7
E K	4	5	filler	احمد به امید فوتِ پدرش را تسلیت گفت	5
E K	4	6	filler	من دیروز همه ‏ی کلوچه ‏ها را خوردم	7
E K	4	7	filler	من با کمکِ همسایه دیوارِ حیاط را رنگ کردم	7
E K	4	8	filler	من در کودکی خیلی شیطنت می‏ کردم	7
E K	4	9	filler	من دیروز با شریکم قرار گذاشتم	7
E K	4	10	filler	پریناز دیشب به جشنِ تولدِ دوستش رفت	7
E K	4	11	filler	بعد از رفتن پروین آب از آب تکان نخورد	7
E K	4	12	filler	نظم این خانه قابل احترام است	7
E K	4	13	filler	دکتر گفت می‏ توانم ورزش کنم	7
E K	4	14	filler	من همیشه از هواپیما می ‏ترسیدم	7
E K	4	15	filler	سیامک روزبه را بخشید	7
E K	4	16	filler	پدرِ کیوان ورشکست شد	7
E K	4	17	filler	معلم حسابی تشویقم کرد	7
E K	4	18	filler	همکلاسیِ من خیلی درس می‏ خواند	7
E K	4	19	filler	غزاله دیروز ساعت‏ ها رویِ نیمکتِ پارک نشست	7
E K	4	20	filler	تو آدم بی‏ ملاحظه‏ ای هستی	7
E K	4	21	filler	زهره در دانشگاهِ آزاد پارسال قبول شد	4
E K	4	22	filler	من دیشب به خانه دوستانم را دعوت کردم	2
E K	4	23	filler	افسانه  از چیزی هیچ وقت شکایت نمی‏ کرد	5
E K	4	24	filler	نوید تصمیم گرفت برود به سربازی	6
E K	4	25	filler	خواب عمیقی دیشب کردم	5
E K	4	26	filler	من دیروز نخریدم هیچ لباسی	3
E K	4	27	filler	دیروز نتوانست داوود سر کار برود	2
E K	4	28	filler	زیاد الهه از قبولیش در دانشگاه خوشحال نبود	4
E K	4	29	filler	به خانه دخترخاله‏ ام دیشب رفته‏ بودم	5
E K	4	30	filler	به رستورانِ همیشگی رفتم من	6
E K	4	31	filler	به خاطرِ من پروانه تلویزیون را خاموش کرد	7
E K	4	32	filler	سهیل تصمیم گرفته بود که در جریان مادرش را بگذارد	1
E K	4	33	filler	خیلی آهنگ پیمان در من اثر گذاشت	5
E K	4	34	filler	پشتکار خوبی مهرداد دارد	4
E K	4	35	filler	من تماس با دوستم در لندن گرفتم	1
E K	4	36	filler	من فوتبالیست هیچ‏ وقت خوبی نبودم	1
E K	4	37	filler	ما زیر باران موش آب‏ کشیده آن شب شدیم	1
E K	4	38	filler	دیروز غذا مادرم نپخته بود	2
E K	4	39	filler	تمامِ روز را میلاد رانندگی کرد	7
E K	4	40	filler	من زود دیروز به خانه برگشتم	1
E K	4	41	filler	بیژن رادیو اهلِ نیست	1
E K	4	42	filler	"42.	شهاب و آوا  از با هم شمال برگشتند"	1
E K	4	43	filler	فرید از کار پشیمان خود نبود	1
